date,username,post content,quoted user
2018-09-13 22:16:00,mami5,Thank you Aurelius....you are very kind (Hug)I don't feel very proud or brave.....I didn't do anything really. It was the receptionist who called me regarding my GP appointment and it was the staff at drop-in who wrote me a letter for a new cc. Few months ago I would have done it all in my stride......but the smallest of things stress me out these days.Went to see the nurse this afternoon.....to get weighed......I go every 2 weeks. I've managed to lose more again and she was very pleased with my progress. She asked me if I was going to continue and I said yes. I've lost quite a bit in the last 4 weeks. What she doesn't know however is that I'm practically starving myself to do it. I'll go through most days eating nothing but a very low calorie meal at tea time. My stomach is in constant pain......always reminding me that I'm doing well.....and it will be worth it when I go on the scales.Something inside me tells me that what I'm doing is wrong......but I can't stop. I know if I start eating again the weight will pile back on......and it will all be in vain. I can't do that.I feel nauseous...don't know if it's down to starving myself....or side effects of new meds.....or both.,
2018-09-14 00:58:00,Aurelius,Sorry Mami but you are still 'Mami the Brave' - because none of those things would have happened without you making them happen - and it is really challenging to ask people we barely know to do things for us that until recently we were able to do for ourselves!!Good luck with the 'starvation' diet - but promise me you will eat a little more if you start to get weak or feel really ill.,mami5
2018-09-14 22:27:00,mami5,Thank you Aurelius (Hug)I don't feel well on this diet. My stomach really hurts from when I wake up until I sleep again and I feel so nauseous I find it a struggle to eat anything. I'm also quite lethargic and just want to sleep all day. I had to force myself to eat something at tea time so I could take my meds.....it really hurts.,
2018-09-17 23:09:00,mami5,My stomach pain seems to be getting worse......especially after I've eaten......though that's not much. (Low),
2018-09-17 23:29:00,Aurelius,"Mami, stomach pain is one of the side-effects you are advised to check immediately with your doctor. As yours is getting worse - perhaps you should give them a call tomorrow?",mami5
2018-09-18 23:08:00,mami5,I can't see a mention of stomach pain as a side effect of Duloxetine except for liver problems....and I don't think I have that.I saw the GP on Monday but did not mention my stomach pains to her......I was scared she would tell me to eat more......and I can't. I'm seeing her again in 2 weeks time......I will tell her then if it's not any better.I spent this morning in bed and have been taking regular painkillers to try and ease the pain.,
2018-09-18 23:56:00,Aurelius,"Mami, here is a web link to a US site you might find useful. The link should take you directly to the side effects page for Duloxetine -  Duloxetine Side Effects in Detail - Drugs.com I have attached a pdf copy of the information, so you can have it to hand if that helps.I hope you feel much better very, very soon!!",
2018-09-19 23:19:00,mami5,Thank you for that Aurelius (Hug)I went to my GP's surgery this morning to try and get an appointment but was told they were full.I have now stopped taking Duloxetine as the pain was getting too much and bringing me down making my depression worse.,
2018-09-20 00:26:00,Aurelius,"Mami, if possible, try to diary any daily changes in your symptoms from when you stopped taking Duloxetine (especially in terms of stomach pain, nausea, appetite and depression). It may help your doctor identify a more appropriate course of treatment (i.e., in terms of avoiding the side effects that you have been experiencing). Sadly, wherever you look in the world, it seems that it is becoming increasingly difficult to access a doctor's appointment in primary care - let alone in more specialist services. I hope you can get an appointment very, very soon!!",mami5
2018-09-21 22:58:00,mami5,"Thank you Aurelius (Hug)I finally got to see my GP today.....my usual one. I had to declare myself as an emergency to get to see her......and I was really.I told her everything. Stopping Duloxetine due to stomach pains, starving myself, I didn't want to live.....everything. She said I was to complex for her to treat and phoned CMHT. They told her that they would phone me in 10 minutes.....they eventually did about 3 hours later.GP told me I was in crisis and needed extra help. She's also changed my prescriptions to weeklies and told me I would be impulsive for ever. (cry2)",
2018-09-22 00:00:00,Aurelius,"Mami, I am glad that you finally managed to see your usual GP and you clearly were an 'emergency'. You were very brave, but also very wise, to tell her everything. She was right to tell you about her professional practice limitations and to contact the CMHT. Now nobody responsible for your health and mental health care can claim that they have been kept in the dark or are unaware of the challenges you are facing.Regarding her comment about being 'impulsive forever', impulsivity is part of my ADHD diagnosis. My last therapist always reminded me that:'You are no longer an impulsive child. Your 'impulsivity' as a mature adult means you are always likely to take action whenever you think it is necessary. The world may not like that, but that is not your problem. Your problem will be the time you fail to take action when, all things considered, you knew you should have.'Best of luck with the CMHT - they may be more responsive now they know your GP is 'in the loop' and the referral is from her.",mami5
2018-09-22 23:25:00,mami5,"Thank you Aurelius (Hug)My impulsivity is down to my BPD and GP was responding to the fact that I had told her that I sometimes disassociate and o/d on impulse. Having her say that I'd be like that for ever has hit me quite hard because it means I'll never get better and will stay like this forever. So what's the point in anything? Doing DBT or any therapy?I feel I'm a drain on NHS time and resources.CMHT weren't much help yesterday either. Whoever my GP talked to was English, the woman who called me 3 hours later...was Welsh....not same person. She asked the usual question of what had happened to make me feel so low yesterday then gave me the spiel of who to contact over the weekend. She offered to contact my last cc...I declined, she then told me to go to drop in on Tuesday if I needed more support. At no point did she offer me to phone them again!Feel like I'm being passed from one to another and nobody really wants to know or help or take responsibility for my care.....except for the young staff member at drop-in....who is not really qualified to do it! I don't like to burden her with my problems all the time. (cry2)",
2018-09-23 00:26:00,Aurelius,"Mami, if your impulsivity is part of your BPD then it will probably be lifelong, in the same way as it is if it is part of one's ADHD. This does not mean that it will always be a disabling component - it only impairs us when it acts as a driver to do risky things that might be harmful. Nobody seems interested in talking about impulsivity when it acts as a driver to do risky things that might help others - that is called bravery, courage, etc (i.e., like the case of those people, who acting on impulse, run towards what everyone else is 'standing back/running away from' to help someone - despite there being a potential risk of harm to themselves).The point of therapy where impulsivity is concerned is to get enough insight and self-management to be able to control the different emotional and psychological drivers involved in a more effective way.Drain on the NHS time and resources? - You would probably not even think to ask this if the question was about someone with a physically observable health condition, even if their prognosis was far worse - i.e., such as in cystic fibrosis. I think you would also be angered if anyone suggested that someone with a condition like cystic fibrosis should not receive treatment and therapy on the basis that it is incurable.Mental health services are already treated as 'cinderella services' in the NHS - and as patients with mental health conditions we are often treated as 'second or third class' citizens. This is also true for many mental health professionals. Let's not view and treat ourselves this way - because if we do, how will things ever change for our children if the have similar problems to us?I am sure that if your problems become a burden, she will tell you. You will just have to keep reminding yourself that 'you are not your problems' - so, that if at anytime she tells you that 'she cannot deal with your problems' you do not take it as rejection of you as a person.",mami5
2018-09-24 00:21:00,mami5,Thank you Aurelius (Hug)When my GP phoned CMHT on Friday she asked them to see me that day. Where she's concerned I am now receiving the necessary support off them.But I'm not.I was told however that getting a new cc can take a while. Thing is the criteria to be accepted into CMHT has changed so much since I first entered nearly 30 years ago! These days they only take on very serious cases....and with no magic quick fixes on offer.....clients tend to stay longer. With caseloads already full it will take some time before someone takes me on.Where someone with cystic fibrosis is concerned.....the care and support they receive does alleviate their symptoms and is therefore value for money. Sadly for me though....I seem to be getting worse with age. And it's not just me saying this as some family members have also noticed it. Despite all the input I've received over the years off CMHT.....I'm not getting any better.....instead the exact opposite is happening.I'm tired of it all.Offered therapy....given hope....trying everything......only to be told I'm worse than what I was before I started......which wasn't well at all.Now they expect me to start over and try again......same therapy......what's the point?,
2018-09-24 01:12:00,Aurelius,"Mami, sadly what you say about getting a new CC or being accepted into CMHT is entirely true.I purposely chose cystic fibrosis as an example, because the symptoms often cannot be alleviated as the condition progresses and worsens. A major reason for continuing to offer care and support, is that it offers hope - hope that this will enable moments where life feels precious and worthwhile, despite the chronic physical, emotional and psychological distress. I do not know whether it is possible to judge that in 'value for money' terms. I do know that therapy and therapeutic support in mental health can come down to offering hope for much the same reasons as mentioned above. I, also, know that when we lose hope nothing seems worthwhile and our worlds become quite desolate places - where 'life' increasingly becomes 'existence'. Mami, it seems from your posts that when you spend time with the member of staff at the drop-in centre it enables you to have moments where your life almost feels precious and worthwhile again. For that reason, I think this is the best therapy/therapeutic support you are receiving at present and I hope you will continue to make the most of it (at least while you wait for other things to happen/not happen).",mami5
2018-09-24 23:38:00,mami5,"Thank you once again Aurelius (Hug)I have an appointment with the drop-in staff for Wednesday afternoon. She's going to help me prepare for my meeting with psychologist etc. regarding my complaint against him. She'll also take me to the meeting next week and support me there, together with my NHS complaint advocate.Receptionist at GP surgery phoned this afternoon wanting to change my appointment for next Tuesday from morning to afternoon. I told her I wanted to cancel it really (since I originally made it to get more Duloxetine...which I've now stopped), but she told me not to cancel because the doc wanted to see me. I'm now left wondering what she wants.....unless she hasn't realised I've stopped them. (Scratch Head)I'm not well today. I've had a bad case of the runs since noon. It is really bad. Have no idea what my stomach is still spewing out but the pain of it is beyond. I really hope it clears by tomorrow. (Low)",
2018-09-25 00:37:00,Aurelius,I hope your health improves overnight and that both appointments go well!!,mami5
2018-09-25 23:15:00,mami5,Good news is....I've managed to eat a couple of tea cakes today (Smile)Bad news is......stomach pain is not getting any better and I keep getting intermittent stabbing pains in my kidneys today too.All these problems are really taking their toll on me (Low),
2018-09-25 23:43:00,Aurelius,"Did your GP check you for a possible kidney infection - related to your recent dieting - i.e., have you been drinking plenty of fluids? If not, maybe you should get this checked out....",mami5
2018-09-26 23:23:00,mami5,My GP didn't take any notice when I told her I wasn't eating.....but I am drinking though.Pains have subsided today....am back to just the stomach ache now.Have an appointment with the nurse tomorrow afternoon to get weighed. I go every 2 weeks. I expect to find I've lost quite a bit. Went to drop-in today. Saw the staff member who has been helping me lately. She went through everything regarding psychologist with me and we made a list of questions to ask him next week. She's going to type them up for me by then. It was her birthday on Monday. She was 24. The 5 of us who were there had a whip round and bought her a card and gift. She was touched.Not well tonight. Feel really low and suicidal again. Hate feeling like this all the time. Sick and tired of it. I need to end it. Wish I had years ago. Don't want to regret it in years to come too.,
2018-09-26 23:43:00,Aurelius,"Mami, I know you are feeling totally down and want to quit existing like this - but it would be a really hellish 24th birthday present for the staff member and one she would never forget. If there is life after death, being the person you are, you would regret the lifelong impact on the staff member who has been helping you - and no one would be able to take the pain away from either of you. Please do not do this to yourself.",mami5
2018-09-27 23:20:00,mami5,"Went to drop-in again today. Don't usually go on Thursdays. I asked the staff member if I could see her....she said in 5 minutes. Over an hour later I went looking for her again.....she had gone out. About half an hour later the other 2 who were with me decided to leave and go home. I didn't like sitting there on my own....so I left too.I later phoned CMHT and talked to whoever was on duty. Told her I needed help or I wouldn't be alive for much longer. She's going to chase up my request for a new cc, and if one has been allocated then she's going to ask her to contact me to arrange a meeting asap. She's also referring me to psychiatrist again. Got the impression she's keen to get me on meds as I'm not on any for my MHI at the moment. She also told me I can phone back if I need to.I hate bouncing from one crisis to another like this. (Crying)I saw the nurse this afternoon too. I've lost more weight.....as expected. She was pleased......until I told her I was starving myself to do it. She wanted me to eat regular meals and fruit etc, told me my bowels would be affected otherwise.....I told her they already were.Tonight I'm fighting strong urges to self harm and relentless cravings to comfort eat. Desperate to give in to both. (Crying)",
2018-09-30 23:20:00,mami5,"Stress levels are getting worse.Have today totally given in to my urges to comfort eat and have binged most of the day. (Crying)Difference is....I know the cause this time.It is all down to my meeting with psychologist next Wednesday morning. I haven't seen him since our last session just over a year ago.....but what he did and said that day still haunt and affect me. I hope this meeting will help resolve some issues regarding my complaint against him and will then allow me to put it behind me and move on. I'll never forget though.....and trusting someone enough to allow myself to open up about things again in therapy is going to be very, very hard.I haven't been sleeping well lately and it seems to be less every night. As result I feel so tired during the day I have been unable to do any of my coursework today as planned. If I try to read my textbook my eyes just sting and close. It is not going to happen!Feel like giving up. Life is just one hurdle after another without giving me a chance to recover in between. What's the point? Why do I do it?",
2018-10-01 21:17:00,Aurelius,"Mami please stop being so hard on yourself - you are already being treated far too hard by life and your medical issues. Okay, you had a binge session on comfort food - far better than self-harm or contemplating suicide!! You need to indulge (or even over-indulge) once in awhile in something pleasurable - sometimes it is the only positive boost there is on what often feels like a tortuous journey towards an empty horizon.You are also due an alternative to always going to bed for your own safety!!Your upcoming appointment more than explains why you should not realistically expect yourself to:- sleep well - feel other than anxious and fatigued in the day - not have a range of gastrointestinal symptoms- not have stinging (probably very tired and strained) eyes- not be able to focus or concentrate on your OU reading and coursework (or anything else that is mentally demanding) - what you are going through is worse than a bad bout of flu - and you would not expect yourself to do any of these things if that was what you were suffering from!!I do hope that next Wednesday's appointment does allow you to start to draw a line under your previous experience with the psych - so you can begin to gather enough trust and confidence to slowly test the waters again - even if this is just in terms of finding someone you feel might be able to work with...",mami5
2018-10-01 23:31:00,mami5,Thank you Aurelius (Hug)I phoned student support today to ask whether it was possible to get the textbooks in a larger print. I explained my eye problems to them to give them reasons for my request. Had an email back this afternoon. Basically they tell me the books are available online and it is possible to enlarge the print there. Problem is....I like to highlight things in the book as I go along and this would be very difficult to do if I'm working online! I feel so disadvantaged between everything. (Crying)Got a letter to arrange an appointment for an endoscopy today. Was rather surprised and shocked to get one for next Monday......I was expecting end of the month or even next month. This will be my third visit to the hospital in as many weeks! Needless to say I'm completely dreading the appointment. Guess the sleepless nights are destined to continue. (Crying)Still eating junk. I bought so much of it yesterday.....and again today. I go to some shops specifically to buy junk....I can't stop it. Hate myself for it though.I really need something good to happen in my life.....and something to look forward to would be nice instead of dreading everything.,
2018-10-02 11:47:00,Aurelius,"Can you download the books as pdfs? If so, you could highlight them using your Adobe Reader. Otherwise, you could try printing them - but use the pdf option when it asks you which printer you would like to use.I guess the good thing about the closeness of your endoscopy appointment, is that it means you will not have to endure a prolonged period of anxiety where this is concerned?I hope today is a much better day and is a lot kinder to you!!",mami5
2018-10-02 22:09:00,mami5,"Thank you once again Aurelius (Hug)Unfortunately I won't be able to print the textbooks - there's 3 of them, which is just too much. I'll just have to cope somehow I guess.Popped in to drop-in today to make final arrangements for tomorrow. She printed out the list of questions we compiled last week that I want to ask psychologist in our meeting tomorrow. She's driving me there. I'm absolutely dreading it and my anxiety is getting worse and worse by the hour. I'm also finding the fact that the meeting will be held at the psych unit quite scary and intimidating. Although I've never been admitted there I have had the police take me there, totally against my will, to be assessed. It was a horrible experience and I don't wish to return there. So glad I won't be going alone.Saw GP this afternoon too. The one who had given me Duloxetine. We basically just sat and talked....or I did. She didn't want to start me on any new meds....so I'm still on none where my mental health is concerned. She did say though that I could go back if I felt I needed someone to talk to. That is something CMHT should be providing....not GP!Feel so depressed and unmotivated that I can't do anything.....yet my anxiety won't allow me to stay still (Crying)",
2018-10-02 22:22:00,Aurelius,"I am glad to hear that you will have transport and company tomorrow and that your GP has offered to be there for you if you feel the need to talk. I know it is not the same as someone from the CMHT, but at least the two people who are offering support are doing so genuinely (and not because it is their professional duty). It says a lot about them and about you. I would hold onto this, especially as tomorrow's appointment is with the psychologist who left you feeling less than positive last time.",mami5
2018-10-02 22:23:00,Mayflower7,"Hi Mami,Hope the meeting goes okay, glad you have someone with you.Wish there was more help for you.Will be thinking of you tomorrow.Good luck for the endoscopy, glad your GP is supportive.Here to listen always.Take care",
2018-10-03 22:18:00,mami5,Thank you both Aurelius and Mayflower (Hug)Not doing too good tonight. Really struggling with very strong urges to do something I shouldn't do....and haven't for quite a while.Feel like I'm in crisis again!! (cry2),
2018-10-03 22:23:00,Mayflower7,"Hi Mami,Sorry you are struggling tonight, hope distracting yourself helps.Here to listen.Take care",
2018-10-03 23:14:00,Aurelius,"Mami, sorry that your day has rollercoastered so extremely and is now spiralling downwards badly. If you cannot find any distractions - it might be better to comfort eat or go to bed? Wish I could do more to help than send hugs - the biggest hugs.",mami5
2018-10-04 23:24:00,mami5,Have a horrible feeling about this don't think it is going to end wellI was probably expecting too muchbut I really thought things would get better after my meeting with psychologistBIG MISTAKE!!!!Got my appointment with psychiatrist through today4 weeks today.....didn't know whether to laugh or cry,
2018-10-09 21:16:00,mami5,In a bad way.Was in town this morning.....ended up at drop-in as didn't feel safe enough to go home.Had been shopping and kept holding something I shouldn't buy....and managed not to.....just because I knew I had some at home anyway.So I ended up at drop-in. Staff member I see had popped out......I waited for her return. She came back to find me sitting there......staring at a packet (of something) I had in my hand with a glass of water on the table in front. She told me she wouldn't take them off me but would wait for me to give them to her instead. We talked. At the end of the session she asked me for them......I thought about......and reluctantly handed them over. She was pleased. Told me she'd keep them in the office safe until I was better. Have tried to distract myself since by doing my college work etc. but urges are still there. Not too convinced I'll resist for much longer. (Crying),
2018-10-09 22:00:00,Aurelius,"Mami, sad to hear the urges are strong again. Glad you met up with your staff member and had the strength to hand the packet over - which must have been really tough, as it was the last thing you probably wanted to do.If you can keep going with the college work, that is a win-win for awhile as it addresses your assignment demands and helps keep the urges in check. Hopefully, you will then feel worn out enough by the stresses of the day to be able to go to bed and keep safe. Big hugs...",mami5
2018-10-09 22:27:00,Mayflower7,"Hi Mami,So sorry the urges are strong, you did well to go to drop-in.We'll be here for you too.Sending you hugs and strength.Also well done for distracting yourselfTake care",
2018-10-10 17:35:00,sotiris,"I am also struggling with my depression, have been living with it for over 20 years but recently after my father nearly passing away it's worse than ever, I have recently moved to a new house with wonderful people one of whom I have fallen in love with and am completely infactuated with and this along with my depression anxiety and anger is killing me inside I am an artist and I cannot concentrate on my work all I do is think about her along with despare and that sinking feeling I can't get out of.",
2018-10-10 20:46:00,Aurelius,"Welcome to the forum sotiris. Sorry to hear that you are carrying a quadruple burden of depression, anxiety, anger and despair - especially as they all often seem to feed off each other.Have you expressed your feelings towards her or are you hoping she will guess/not guess how you feel (depending on both of your circumstances)?Sometimes we have to decide between our relationships with our work and our relationships with other people - i.e., which of these is most necessary to our lives. Sometimes we are so driven by forces inside us that we do not have a choice - i.e., our art is our survival. Sometimes life makes the choices for us - i.e., she says yes or no - or circumstances already make approaching her impossible, etc.If you cannot have this relationship you desire and if you live in a world where only your art does not let you down - then maybe you need to retreat there and feed your frustrated feelings of love, depression, anxiety, anger and despair into your works of art - and for awhile let them be your muse (i.e., for as long as it takes for the pain to lessen enough to begin feeling more at ease with yourself and the world outside).",sotiris
2018-10-10 22:21:00,mami5,Last night didn't end wellBut at least I got some sleep out of it (Smile)Now I know what I need to do to get that few hours much needed sleep.Urges are still there......strong......and I bought more 'things' today.Don't want to live anymore. (Low),
2018-10-10 22:38:00,Mayflower7,"Hi Mami,Please give someone you trust what you have purchased, like the lady at drop-in.Please don't hurt yourself.I know things are tough, we are here for you.I know you need sleep, don't take things you shouldn't though as it can be dangerous.Wish you had more support, you can always pm me too.Thinking of you and sending hugs.Please stay safe and get help when you can.Take care",
2018-10-10 23:30:00,mami5,Thank you Mayflower (Hug)Won't be going to drop-in again until next week....doubt I'll have anything left to give her by then.....or even tomorrow to be honest.I can't sleep without 'help' and GP has told me she hasn't got anything she can give me anymore. What else am I suppose to do apart from improvise with what works.,
2018-10-10 23:31:00,Aurelius,"Mami, you have fought so hard recently - especially for your son and to try to get good mental health care and support. Maybe right now none of this seems to matter compared to the 'urges' and the need to escape all the pain you are constantly faced with in most (if not all) areas of your life - but not having your son lose you forever and not losing your son forever does really matter when I read your posts from over the summer. It is hard for you to keep fighting - maybe it feels impossible - but please try - you and your life are so precious, unique and important. Huge hugs.",mami5
2018-10-10 23:39:00,Aurelius,"Mami, we cannot stop you improvising - but if you decide to improvise again please try to do it really safely and please, please write a note of what you have taken in case you need help...",mami5
2018-10-11 23:09:00,mami5,"Today hasn't gone well.....and definitely not as planned.Plan - do housework and finish a week of studyingActual - struggle to keep eyes open.....all day! Feel weak and lethargic....next to fainting actually....all morning! 2 phone calls and visit to drop-in. Flu jab. Telephone call to duty at CMHT......she said she'd arrange for me to go for an assessment and call me back.....she hasn't, yet. Now I can't stop thinking assessment for what? Why do I need to be assessed before getting any support.....especially after telling her how bad things were?!I hate it when people keep asking me if I'm going to be safe. Ok, I understand their reasons for it.....but they don't understand that I'm never 100% safe!! I know there are times I am really suicidal....and less safe....but I've also disassociated and o/d'd without fully realising what I was doing and no real intention of killing myself...yet could easily have done so, many times! My impulsivity makes sure I am NEVER safe. It is both scary and dangerous. Last night.....took nothing as was very tired.....and got hardly any sleepTonight.....I will make sure I get my sleep.",
2018-10-11 23:27:00,Mayflower7,"Hi Mami,Hope CMHT phone back again, well done for contacting them.I'm sorry your struggling, we understand on here.Take care",
2018-10-11 23:55:00,Aurelius,"Sorry Mami, I came onto the forum too late to reply before you left. I hope tomorrow finds you well rested after a good night's sleep (and that your natural sleep pattern starts to return).",mami5
2018-10-12 22:04:00,mami5,"Thank you Mayflower and Aurelius (Hug)Slept a bit better last night....with some 'help'.Been trying to take back some control over some things today. Mainly my studies. My mentor called this morning and I explained my situation to her.....we ended with a to-do list (as before) with contacting student support being a priority. Things kind of escalated from there. I've contacted my tutor and am waiting her reply. I've arranged an appointment with optician and discussed things with the needs assessment centre. Hopefully things will get done.....but as usual.....it will take time. Time is not on my side though as I'm currently unable to do my coursework and will fall behind. (Low)Whoever it is that's pulling at the thread of my life and unravelling everything good and proper!Despite numerous phone calls and reassurances from child maintenance service that my claim has been cancelled.....they are still putting money in my bank!!! Now, the money....I don't mind (who doesn't want money?), but the implications of all this is a total different matter. My mind is currently in overdrive coming up with all these different scenarios. Why, why, why are they doing this to me??? How do I stop it? What else am I suppose to do???CMHT never called me back either....no surprises there.....I give up (Crying)",
2018-10-12 22:30:00,Mayflower7,"Hi Mami,Hope your feeling better today, sorry CMHT didn't get back to you, it's disgusting.Glad your tutor is supportive.Take care",
2018-10-12 23:25:00,Aurelius,"Mami, I am pleased to hear that you finally managed to get some sleep and I hope it is repeated tonight!!Hopefully, if you can receive some positive inputs from your tutor, student support, the optician and the needs assessment centre, your studies will be start to move forward again.I am not sure that the same progress will be possible with the overstretched child maintenance service - which is rapidly showing signs of similar administrative flaws to those of some of its failed predecessors.As for the CMHT who knows what deadlines they are now able to work to? A little honesty with you about 'what they can really offer and when they can realistically offer it' might help rebuild some trust. Instead, they seem intent on constantly 'dashing your hopes' with false expectations. Mami, you deserve something far more supportive than this!!",mami5
2018-10-13 09:42:00,sotiris,"Thank you guy's, I actually am working on a future exhibition I would like to hold but the subject is living with depression and is focused on my personal experiences also, sexual abuse, depression all the things I think about the dark and vivid things so this is also confusing me as I haven't told my family about the abuse and am so scared, people always run away when I have my mood swings, I don't think my work is good enough, am scared to approach people, I don't know if it is a good idea anymore but I want to do something important and show people the stark reality of those with depression, what do any of you think?",
2018-10-13 15:58:00,Aurelius,"An exhibition is public - so, if you choose to go public, it is you who cannot run away from what you have disclosed to the world - others can choose to not attend or walk away.An exhibition is public - so, if you choose to go public about the sexual abuse, I would strongly suggest that you disclose this to your family prior to 'telling the world' - there will be enough hurt, without you adding to it by seeming to place them second to strangers.An exhibition is public - so, if you choose to go public, you will no longer be anonymous and that can come at a price (both for you and your family) - so, be prepared to weigh the benefits against the costs (not only to yourself but also to those you are close to).",sotiris
2018-10-13 23:15:00,mami5,"Thank you once again Mayflower and Aurelius (Hug)Sleep doesn't come naturally to me any more.....hasn't since last November! With the medication I took for it (which worked!) being stopped, and nothing else on offer.....I've had to take matters into my own hands. Unfortunately though.....at the moment.....doesn't offer me peace.....instead it gives me nightmares. (Crying)Thing is, my PTSD has been triggered....badly. Back in March the manageress of drop-in referred me to RASA.....on Tuesday I was offered an appointment for next Wednesday. Though this is something I need to do....it has brought back so many bad memories. (Crying) I'm also scared of telling her what happened......for her to tell me it wasn't what I've thought it was for all these years. The only person I've told so far is the psychologist I complained against......and although he validated it.....I'm questioning everything he said and did during therapy. Plus this counsellor will be experienced in this field and will therefore know what's what....and what isn't. I don't think I'd be able to cope if she said I was wrong about it and have suffered all these years for nothing. It really scares me. I find it hard to not think about it and the flashbacks are getting worse by the day. (Crying)My tutor emailed me back this afternoon to let me know she's had mine and will reply in full on Monday. She's busy over the weekend and will have time to look through the work for me then. Not looking forward to going to the optician's though. I'm scared of repercussions. I need a report stating my eyes are bad to get the support I need to enable me to continue my degree.....but scared they'll say I'm unfit to drive. Don't know what I'd do without my car......I rely on it daily. (Crying)I am absolutely petrified about what my ex has got planned regarding maintenance. I do my best to avoid thinking about it to be honest as I just can't handle it. Me burying my head in the sand won't make it go away though. (Crying)Where CMHT is concerned......I've decided to have no further contact with them. They've made it quite obvious that they don't want to know. Won't be bothering them again.I feel quite impulsive today.....which doesn't make me very safe. On top of that I have suicidal thoughts and strong urges to do something I shouldn't. (Crying)",
2018-10-14 17:38:00,Aurelius,"Mami, everything that is going on at present in your life (or is due to happen very soon) seems to be out of your control - this is probably why you are currently so vulnerable to:- 'having suicidal thoughts and strong urges to do something you shouldn't'- suffering from such high and chronic levels of anxiety- sinking swiftly into depressed moods- experiencing increased levels of physical, emotional and psychological discomfort from your somatic problems- having increased difficulties with sleep (including, it seems, restful sleep?)You might speak to your GP again about these issues and trying to put a break into part of what now seems to have become a self-perpetuating cycle. At least, if she can help you with the sleep aspect - so you start to regain a healthy sleep pattern - this should help you cope better with the other factors. Your coping ability will be increasingly compromised, if your physical resilience continues to get worn down on a daily basis through fatigue.From what I know of RASA, their approach is not judgmental or based on legalistic definitions/criteria - so please try not to build up too many anxieties around concerns over these issues. Certainly,   do not hesitate to refer at the outset to your psychologist's validation  - especially as it strongly supports the referral and your reasons for attending the appointment - sometimes it is really important to disentangle issues (i.e., a GP with sexist attitudes can still make an accurate diagnosis of a disease that is specific to patients of the other gender).With the optician, try to keep the appointment focused (sorry) on the difficulties with reading and close work and the very detrimental impact this has on your ability to study and your employment choices/opportunities.Where your ex is concerned, you may as well bury your head in the sand at the moment - especially if it makes your daily life feel more comfortable. After all, you will not find out what is happening until you receive some contact - there is nothing else you can do in the meantime (apart from worry and get anxious) - so burying you head in the sand sounds like a better option at present!!Where CMHT is concerned - It sounds like you have enough on your on your plate at the moment - especially with your RASA appointment coming up (you might seek their advice about what to do if you have a crisis - i.e., as a result of issues that may arise directly/indirectly from matters that you visit/revisit).Mami, my heart goes out to you - please stay safe.",mami5
2018-10-14 23:08:00,mami5,"Thank you so much Aurelius, I really appreciate your support (Hug)I feel so alone and scared about everything. (Crying)There's no point going back to my GP.....she's already made it quite clear that she can't offer me anything.....told me I'm too complex for her and so she phoned CMHT and asked them to see me. They haven't of course.....but she's concerned, they have. The other GP I saw did say I could go back to see her for a 'chat' if I needed/wanted to.....but she won't prescribe me anything either. I have to wait until my psych appointment for that......which is not until next month. A long time to go without sleep or to improvise dangerously. Deep down I know I'm right regarding what I went through but still scared of going. Reliving it again won't be easy....and having validated means accepting it.....all over again. (Crying) It hit me really, really badly last time and I turned to a specialised helpline for support. It was a Friday night and whoever she was at the end of the line was a godsend.Have been having flashbacks and reliving a lot of my past over the weekend.....especially today. Been crying too.....and I hardly ever cry.....don't allow myself too.....but have no choice at the moment. (cry2)Having no control over things makes it so much worse.Can't do this on my own......it is just too much. (cry2)",
2018-10-14 23:13:00,Mayflower7,"Hi Mami,Sorry your struggling, please use us for support so you feel like your not alone.Loads of hugs for your tears.Glad you phoned a helpline and that they helped.Wish I could help you more.Be glad when you've seen your physiatrist again.Flashbacks are horrible, you really are brave Mami.Take care",
2018-10-15 00:03:00,Aurelius,"Mami, I am so sorry that we cannot be with you where you are - but we are here for you. Please use the helplines as much as you need to and do allow yourself to cry and not feel bad it (sometimes, it is the best release our feelings and stresses have).Huge hugs.",mami5
