,date,username,post content,quoted user
75,2011-12-26 08:41:00,madmark,had a nice time christmas day but ime glad its over time to get back to normal i have lots of view but no one coments my main talking has been with lost but she aint on here at the moment any body want to talk to me,
76,2011-12-31 09:40:00,madmark,happy new year and all the best for 2012 to all that are reading my posts on the site,
77,2012-01-02 22:47:00,lost!,happy new yearhope your doing ok today not long for your appointment that got to be a good thing surely.,
78,2012-01-03 07:44:00,madmark,yes lost so good to here from you again yes friday morning is my appointment but all i can see in my mind is that it is going to be a waste of time and my energy but hey got to give it a go and see what the outcome will be but i focused so much on them helping me if they cant then i will realy feel on my own if that makes sence i cant take no medication as they make me worse and i totaly lose controle so it has been me and my depression for so long i am realy sick of fighting it which is why i asked for helpand i realy dont know how it will affect me if they cant find no awnsers or help me deal with my mind,
79,2012-01-06 07:35:00,madmark,well todays the day i go for my first counsoling today not had none for 29 years be nice to see if they can realy help me and put a name to my illness,
80,2012-01-06 22:19:00,lost!,hey hey how are you today?,
81,2012-01-07 08:22:00,madmark,yer feeling ok today a bit mixed up had counsoling yesterday for the 1st time in 23 years realy knocked me for a 6 messed my head up and mixed emotions and i was scared but done it and will do it every friday for next 5 weeks as i want awnsers to y i am like this and spent 90% of my life batteling and putting on a happy face,
82,2012-01-08 09:40:00,madmark,well my mind still aint sortid itself out since i had counsoling i dont like digging in to my background and it scares me to open up to a stranger just feels out of the norm but got to keep my mind possitive as hopefully it will help me in the long run fingers crossed anybody want to coment please do this site seems very quite and its like i posting to nobody hello is there anybody there ,
83,2012-01-13 06:43:00,madmark,well here goes friday again time for my next counsoling session will post a update later today with my feelings hope everyone is ok,
84,2012-01-13 15:59:00,madmark,well another meeting done and finished realy does mess my mind about i thought they was ment to help just 4 hrs of meetings left then its over i realy cant see how i spent best part of 30 yrs trying to sort it and they think 6 hrs is going to teach me how to control it my feelings are its going to take a lot longer than 6 hrs but i will keep going and see what the end result is i have no choice i cant sort it or control it on my own no more if i dont get proper help i will end up ending my life cant keep living the false life i lived for 28 yrs and putting on a happy face when inside me i ripping myself apart mentaly still aint had no tests with the doctor to see if its a problem like bipolar all the doctors give me is antidepressents which dont work on me all they do is make me worse but hay at the moment life goes on running life on a day to day basis cant seem to think any further than that,
85,2012-01-15 22:33:00,madmark,here i am again y aint nobody replying to me i am going off the rails once again starting to lose hope and control was just talking to my wife about my counsoling and she says i would love to meet her and tell her what it is like living with you then she says but it will kripple me and rip me apart to here it now i realy cant see the point of us being married those few words have cut my heart and head in 2 whats the point of us staying together if thats what i or should i say my illness is doing to her i realy dont blame her for flirting with another bloke what the fuck its done my head in now realy dont know what to do mixed up feelings and emotions i love my wife but i know our relationship is rocky mostly due to me and my problems i shut myself down maybe i should just set her free by pushing her away from me so she has to start a new life elsewere without me atleast then she can live the rest of her life mine is fucked up anyway so why drag her down with me done expect any replys but hey enjoy reading my pain hope you all haveing a better time than me,
86,2012-01-15 23:29:00,wendolene26,"Hello madmarkI'm sorry you are having such a bad time at the moment. Try not to blame yourself too much, it is the depression talking and the depression which causes these thoughts and feelings. Perhaps instead of trying to talk to your wife and it ending up in an exchange of insults, why don't you write her a note explaining how you feel. She can then read this at her leisure and think about things.take care,Wendolene",
87,2012-01-16 07:31:00,madmark,hi wendolene i know its my depression but that doesent end the fact that the way i am is affecting my complete family that just hurts me realy bad and my depression uses it against me to drag me down thank you for posting to me i realy does help me i will put these feelins and emotions to 1 side in my mind as i can not deal with them at the moment as i do have a lot going on in my mind at the moment cant seem to work through them the counsoling i am having is realy messing my emotions about so its maling things feel worse than they realy are hope you are ok and well once again thank you,
88,2012-01-17 07:38:00,madmark,well here i am again calmed down abit now but this is a very mixed up world i am in at the moment well it is in my head and thats it it is in my head and it seems the more i try to put it right the worse i become i think possitive but within 1 day that possitive thought turns round to negitive and the list just grows with more and more negitive thoughts untill i go in to what i call overload and have to shut my mind down at the moment i have no emotions crying inside and a hard exterior shell so no body can see how i realy feel can only focus on next 2 days no further very forgetful and permantly down inside i am learning more and more about my feelings and thoughts and have learnt loads over the 23 years but still cant control them i just end up blank and sleep for 1 day and night once it gets to much like recharging my batterys ready for the next battle with my mind this is a very crual illness to have and i realy dont know how i have managed to survive for so long with it and just find the power and strenth to keep batteling it day after day minute by minute and one of the worse things is you just cant seem to explain it to no one and if you do manage to explain parts of it to people they cant understand it as like i say to people only people who suffer will understand each other because we are in the same or very simular worlds but hey here i go annother day to battle through,
89,2012-01-17 21:31:00,madmark,i feel i need medical tests to see if there is a problem with my brain i think i suffer from more than depression but all my doctor does is try to keep giving me anti depressant pills and they dont work on me i am going to ask my counsoler friday if she has the power to request my doctor to refer me for tests i have suffered most of my life in control then out of control and i got to breaking point at the end of last year i need awnsers and i need them soon is there anybody there would love to here you views and coments,
90,2012-01-18 08:24:00,madmark,thank you for your reply apotheosis makes intresting reading and i will bear this in mind like i say i suffered with this illness for the best part of 28 years and getting worse i do feel it isent just depression but something else i am a strong minded person but this is realy beating me down as it has been such a long lonly fight but i am still here living my life the best i can so i am still winning i have taken the 1st step and getting counsoling now cant wait for there outcome of what they think in 4 weeks time i am learning to drop my barrier and open up to people and try to talk as much as i can about my feelings i have been so low for last 6 weeks none stop with no feeling or emotion but managed to let out 3 tear last night which i have leant over the years is a good sign it meens i am slowly winning and starting to release some of the feelings in my mind this meens my emotions are slowly comeing back to me and yes to me that is 1 more step up my ladder to feeling better sems funny that if i can cry i feel it as a recovery doesent it hope you are well and ok once again thank you so much for taking the time to post to me,
91,2012-01-24 07:42:00,madmark,its been a while i feel i am heading for another big downer and i am struggling to keep control my emotions and thoughts are all over the place and i have bad thoughts just going round and round in my mind screwing me up why is it always the ones i love that mess my head about i have became so insecure in my marrage i feel i want to leave and devorce my wife i know she would be happyer and have a better life away from me and i am so messed up regarding this i feel as if i am punishing her for the way i feel dont think wrong of me i wouldent lay a finger on her or hit anyone but mental punishment is worse in my opinion and all i keep doing is pushing her away for her own benifit i am sick of draging her and my children down with me and i have spent last 6 months trying to change myself and stop it but it seems the harder i try the deeper i fall so maybe life on my own in my own messed up world is my only awnser but the next thing if i choose that path is i will see the hurt and tears from my wife and children and i realy dont think i can cope with that it will probely push me over the edge and end my life so i feel so traped in my world and cant find a way to sort it out so scared and mixed up and the fight i have with myself from the minute i wake is realy nackering me out cant find the energy to do anything else feel like the end of 28 now 29 years of fighting this illness is getting near time for me to stop all the hurt the only way i know how but still hanging in here for a little while longer looking for awnsers i cant seem to find i am having counsoling at the moment for another 3 weeks and i realy do want to see the report and results from that to close this chapter and hopefully have a few awnsers to what has fucked my whole life up from a young age my life has been one big figth with myself,
92,2012-01-24 20:41:00,madmark,why is there so many people reading my posts but no one has nothing to say to me am i that bad ?,madmark
93,2012-02-05 08:47:00,madmark,hi becky ime still here thank you for you input to this page i gave up posting on here as i wasent getting no responce from nobody here i go with a update i am still batteling with myself but not as much still having counsoling its my 6th and last session this upcoming friday then they say i will need to sign up for more sessions i hope to gain a report of there findings i hope i do as it will be something in black and white to read and focus on its been going ok but every time i go it messes my mind up for a few days and i for some reason find it a scary place to go but hey ime doing it and sticking with it i realy do want to explore this illness i have suffered from for 80% of my life and i want to try to find out why when i have so much good in life why do i still feel like i want to end it all i hope you are ok becky and have gained control of your illness and more important keep control of yourself i gained control for best part of 15 years just the odd episode but totaly lost the plot november last yr and aint been right since realy did go off the rails and only 1 focus in my mind end my life came so close had it all planed out to gas myself in my car in a farm track even went there with the hose pipe set it all up started the car but before i did it i had images of my children crying due to there loss of there dad and i just couldent be so selfish so gained control and went and asked for help and here i am still getting the help at the moment i take it day by day but it is so hard to stay focused i cant take meds as they make me worse so i guess its down to me and my mind to keep myself on track,
94,2012-02-05 17:45:00,madmark,yes becky nice to meet you aswell last time i had control it just seemed to be ok i had control dont know how but lost control again last year i am working on finding out what helps me but its different every time i get down sometimes piece and quite other times i sleep all night and day but sometimes just need to get out around people which is y i am so confused at the moment cant find the awnser i looking for but hey i got plenty of time and aslong as i keep looking i will get there i hope and i have started to open up to peolpe around me so they understand whats going on with me instead of hideing my feelings i still have to mask some of them though as they do get realy nasty and mixed up so i keep them to myself untill they clear from my mind its good like you say to have a diary i used this and i often read the posts back to myself and try to get a gasp of what is going on but doesent make sence to me lol my counsoler says i may need atleast 2 yrs of counsoling to train my brain but will know more this friday thank you for posting to me,
95,2012-02-08 06:08:00,madmark,thank you becky hope you have a good week aswell im feeling a bit knum at the moment my mind is focused on a large job i have on the go so not feeling to bad at the moment but hey its funny how no matter how busy u make your mind these bad thoughts still find a way to get involved in your life i wish our brain was like a pc so we could just do a scan and delete the bad parts lol will post a update friday night after counsoling session thank you for your support,
96,2012-02-11 20:04:00,madmark,well been for my 6 sessions and now been put on to open ended counsoling got to go again in 2 weeks and start paying for every session pmsl done all 6 meeting no review report and no real feedback realy cant see the point of carrying on with it what is it ment to do ? i can talk to anybody for free so why pay to talk to a stranger lol what a complete waste of time that was so it meens i still aint going to find any awnsers realy has pissed me off is there any awnsers or is it just we ment to suffer untill we deside we realy cant keep batteling our way through day to day and decide to give in and end it all,
97,2012-02-13 20:52:00,madmark,this is what i say and what i think says it all http://www.youtube.com/watch?v=YVFku...&feature=share,
98,2012-02-14 06:56:00,madmark,http://www.youtube.com/watch?v=vHGqGmzzQaY ithink i am falling again i pushed so hard to stay focused on counsoling finding some awnsers to my long battle but it aint i now realise i am on my own with this illness and realy dont think i have the fight in me anymore the end is getting near my children are all grown up and having familys if there own moving in to there own homes with there children so there lives begin and it feels like mine has come to the sayins job done now i dont need to support them my focus seems to have gone and my hard fighting power i had is fadeing fast i realy now cant see no point to my life i am getting so scared of were i a heading and falling in to a deeper state of depression and i do keep trying to pull myself out but it seems the harder i try the deeper i fall ( why me why cant i just be normal),
99,2012-02-14 07:06:00,madmark,http://www.youtube.com/watch?v=jBz6n...eature=related,
100,2012-02-14 14:51:00,opendoorpsychiatry,"Hello MadMark,I am joining this thread very late, but I can see that you have been having a very difficult time. It sounds as if that medicines haven't really helped you so far, and the counselling is coming to an end and you are still feeling awful.I would suggest going back to your GP to explain how things just aren't getting any better. It is really important for them to know about the suicidal thoughts you have had so that they can ensure that you get the sort of help you need (by the way I don't mean being sectioned to hospital - that very rarely happens to people with depression these days). I wonder if you might benefit from having another go with a psychiatrist? They can help make the proper diagnosis and may be able to receommend treatmetns which your GP can't access.I hope things start to improve soon. Life always looks very bleak when one is depressed, but it doesn't have to be that way and most people find something which helps, though it can be a painfully slow business getting there.Best wishes,Andy",
101,2012-02-14 19:22:00,madmark,hi creamcheese yes the counsoler did discuss the terms with me but i got so focused on the 6 week assessement finding maybe just a glimps of hope but no nothing i got to go back in a week this friday so will have a chat but think i will end any further support as it realy makes me worse and i realy cant see it helping me but yes i will discuss it firstand andy thank you for your post as far as the doctors i have been toying with the idear of going back to see him but it seems all i get is the same thing anti depressents i will see my counsoler again in just over a week and discuss what she thinks i realy need to do i feel as if i am being pulled in to a unfit state of mind its been going on for about 3 weeks now and on the outside i look happy and normal to my close family but inside just falling apart cant seem to talk to noone face to face about it its like my brain wont let me its a scary place to be and its going on a lot lot longer than normal,
102,2012-02-15 18:54:00,madmark,cbt whats that lol ? hope you ok and well thank you for getting back to me,
